#NUMBER	STATUS	HOP-TIME	CNNC-AT-HOP	DFSA-AT-HOP	NNC-AT-HOP
410	trans	209.5	125.13585821517596	4.1054658585986195	118.50197006132824
411	trans	517.5	106.96902220297653	4.5234079631896957	122.60452270698316
412	trans	600.25	108.33414182603728	1.5796200665005118	124.73313286733701
413	cis	305.75	99.533885946144537	2.2582767067892653	129.04565835081593
414	cis	372.75	88.547901439210747	1.6452414011153951	127.93193530323576
415	trans	597.25	125.74407709175628	21.296530304232974	124.26340399596788
416	trans	386.0	127.9768861329535	7.2303237307376103	120.93436596015488
417	trans	242.0	140.27870813857604	6.436344998994719	119.91388956994442
418	trans	325.25	106.04223261906216	2.082706927324288	123.51772807933965
419	trans	496.25	96.763808765089323	6.6513981948921375	125.6156425140301
420	trans	348.75	95.521616266568913	4.146532956885336	121.58807006055711
421	trans	412.5	93.343688016510924	2.9752296281178832	121.38428171615861
422	trans	294.0	98.318255227832239	6.8196551529873455	125.23611482282837
423	trans	266.25	102.92102266156571	1.4180358296474946	125.97889492970555
424	trans	773.25	96.966236703693028	15.838530577558895	125.89462322279543
425	trans	250.5	109.4450347361509	3.5105457616207727	126.93670474453677
426	trans	399.0	99.504738928891953	7.6383237055499373	121.29454280779265
427	trans	299.0	99.897155220668736	4.866953153676608	128.37958837999776
428	trans	451.75	101.70241921188719	2.318988444802569	122.84090306744534
429	trans	214.5	98.15762031943278	1.6444440132573044	123.76856671558055
430	trans	612.25	127.62624928901296	6.7612269133829841	127.36929923675122
431	trans	331.5	105.51293678033423	3.6184095345977729	120.72635826831426
432	trans	228.0	106.3810473191555	3.2812712912815338	115.90225434711515
433	cis	321.0	96.527834632015356	3.7527659036582706	128.05739717284501
434	cis	519.0	78.009898796951859	7.9415024027733239	135.424556162317
435	trans	172.5	125.21437598779542	1.3763712158611736	128.2828094452608
436	trans	460.25	114.23417151363935	6.2287787485964801	116.67971043383427
437	trans	908.25	97.863605423821767	14.039371704893245	134.71831487108017
438	trans	306.5	101.9401717794305	6.3918634282731706	115.67203706963994
439	trans	348.0	112.25028596549426	14.867408180273161	121.73783188396406
440	trans	200.75	110.69046989270633	5.7899496476663757	125.97843812321159
441	cis	486.0	89.883119096390288	0.43305965547560626	132.43704861882927
442	trans	402.25	101.08729113553183	0.22545617174593444	130.37861741614913
443	cis	369.25	94.929625353628936	3.2783790903950814	124.94428102844309
444	trans	403.75	122.40719860432019	2.153524187375603	132.88238603075408
445	cis	301.5	92.302765037009152	2.8564599509110611	123.63924270327016
446	trans	353.0	95.099823912989379	4.7776542187430744	119.65476609423
447	trans	341.5	99.76616982870928	13.52340248098597	126.46301906536912
448	trans	326.5	111.04428092751894	3.941629374108151	127.4899992453073
449	cis	395.5	84.924640224936553	10.547590577620838	120.14974384415686
450	trans	312.5	100.73403772827341	1.7279338938554167	116.94280706329999
451	trans	412.0	110.05940586160938	9.687125600435019	123.81925193451872
452	cis	415.25	86.139036292808569	6.4886693341259418	123.69641945803731
453	cis	295.25	100.68775430744608	1.0050395117749733	128.23170414281731
454	cis	360.0	92.57717407567786	8.3025364531039809	124.95890534323489
455	trans	311.25	115.28983289451831	5.6893530395592906	128.37680901470165
456	trans	284.0	107.08959517967831	3.6351752129679964	126.4217610149144
457	trans	395.5	98.167595674662721	4.5139297125601665	115.44943767145089
458	trans	324.75	96.507208073490105	7.7101658135949931	128.98992897076832
459	trans	553.75	105.0873476061729	0.54178440376064263	131.25203162156581
460	trans	131.0	159.71116514880001	1.1119228979984521	122.32151868700734
461	cis	359.5	80.156347158815962	8.13586275690359	123.23217301494478
462	cis	250.5	95.67904271045245	2.4887107471266803	128.18909238486341
463	trans	179.75	129.06454743481211	7.4330049480055687	115.7882397138856
464	cis	343.75	94.864709361202301	3.9328233094078735	120.67430725594792
465	trans	313.5	99.835387751692082	6.4081899040632724	128.47629764246111
466	cis	404.5	91.593418317325032	4.7327999908980063	122.20818589622182
467	trans	319.5	105.23646195594579	0.44454485345355421	117.13663801313137
468	cis	489.0	98.014591888060096	2.1641808320285265	131.39933669896882
469	trans	377.5	97.59996198622899	3.7462664042960059	124.22712337149167
470	trans	516.5	113.2681774831444	8.8252300353405495	124.4364830271264
471	cis	534.75	91.170885154988952	5.8214534274315843	128.24393452308428
472	trans	435.5	93.60086187335763	4.2112781349651893	136.0548951237067
473	trans	505.25	90.881733769085173	5.1486445156827978	131.28795784680045
474	cis	639.5	97.703121816642096	1.0877039580679138	125.69636749570778
475	cis	409.25	89.311384974235807	7.0046583025510616	131.42749576872663
476	trans	756.75	104.01543616608492	0.054680606019730668	126.0606172289913
477	trans	309.25	104.13405799853194	0.3690057036806349	115.30714053705425
478	trans	287.5	101.40938837077603	7.5453019290640269	123.58445507280562
479	trans	461.75	114.39829994534043	1.7719213356030448	127.2147002046061
480	cis	354.5	105.23476229147576	7.3857274168660112	126.57768639528138
481	trans	232.25	91.841258684248487	1.665634339855423	125.61551229509294
482	cis	676.75	93.417116439496311	2.9135828511516575	128.6187692364087
483	trans	385.5	117.34182998763623	1.9176642819128986	120.27930012984503
484	trans	298.5	104.2600161054216	6.3890786912253672	131.18199331149384
485	trans	342.0	104.59217365575459	2.8150411332523606	119.42530300027282
486	cis	308.25	93.424381928673313	1.6563808846263068	124.08603137597005
487	cis	944.0	98.260591609206131	5.982348256624662	130.04515856247352
488	cis	183.75	101.48147862102704	2.9820253720410199	129.60981556106032
489	trans	273.0	126.53158489483529	7.7881540879625133	131.74816344847841
490	trans	348.75	106.97730783362934	5.360978567666935	119.42677242959867
491	trans	375.0	106.66775055572052	3.3964842522968737	124.28944688372336
492	trans	549.5	104.42577344764652	2.8282400972979627	132.43883294399052
493	trans	561.5	99.46447233967676	5.8592429327713864	123.08662881992916
494	trans	345.0	120.3298773171383	0.069811084470555645	112.48441138551838
495	trans	168.75	109.9397053197975	2.3072993636037222	130.26924134238615
496	trans	166.5	116.21128568987795	2.3363075574744836	133.63483935621053
497	trans	878.25	108.78137866544127	0.93946905288422744	131.39929209462798
498	trans	152.75	130.69399718524332	3.8741562743450535	123.28043759513072
499	trans	559.75	116.81981241054409	6.2524251210567394	125.160787086582
500	cis	429.5	92.344568985290437	1.1819160413286098	126.95206140409029
