#NUMBER	STATUS	HOP-TIME	CNNC-AT-HOP	DFSA-AT-HOP	NNC-AT-HOP
112	cis	913.25	88.131780742147129	1.8880651061090556	119.5609222711627
113	cis	346.5	98.811409450140829	6.0820383366002693	118.71436351096219
114	cis	367.0	99.629675539612094	3.149347577174034	116.69849473594437
115	trans	799.75	102.57854578025302	5.178755603773002	133.06000357054177
116	trans	309.5	106.04366703921758	13.67098017714393	125.20525518573623
117	trans	435.25	105.21615867224141	3.5722556422805467	128.29926148474371
118	cis	828.5	94.735663650082969	5.8414198504439794	124.30255930861151
119	trans	257.0	122.33317135903518	8.9452749194173489	127.89922300438994
120	trans	413.75	98.103096282990506	5.1103395908282856	121.58480337270372
121	trans	420.0	111.0735835226056	1.7716635030749808	129.28927067436615
122	trans	273.75	98.515029089757604	1.0388834476153037	124.51751403053069
123	trans	489.75	118.70840502807147	12.281917649059697	126.36839691834928
124	trans	340.75	100.35005952228825	3.9988902386141953	121.05677507465271
125	cis	354.25	103.66004815559468	2.6018107891579638	135.53035053939439
126	trans	482.25	102.40936814931779	1.8151078168687897	124.92314776125754
127	cis	274.5	98.912694244455551	2.1249994969764265	124.54928961276302
128	trans	734.5	99.859549634916334	2.8512786935689673	118.93431142288925
129	trans	421.5	97.214524337994703	0.61122192586544732	121.45161758556326
130	cis	353.75	94.369482120043202	3.1012701166576999	127.75141520737323
131	trans	614.0	114.38923974574162	0.22436125568437315	126.45780656422833
132	trans	431.0	107.9173734360198	4.0661811070323814	117.13943325103183
133	cis	423.25	87.375576811238361	3.2696408442500746	120.41789342726921
134	trans	351.75	96.609479201320056	2.4765036701342025	123.24899870065238
135	trans	212.0	113.04127812018031	9.0311321016600292	131.70248242380688
136	trans	276.75	104.93421075985761	5.1731202256662252	129.28924457349206
137	trans	312.25	102.59341805336152	5.2685370010956163	128.75932511625547
138	trans	164.75	120.28074274341981	1.1326376564110865	132.52080667327766
139	trans	297.75	105.04335928996764	4.8600074269781892	121.23956635616643
140	cis	350.0	95.594313824001304	3.5976459307048763	124.54816631312411
141	trans	308.5	114.4435894341019	7.860659223751461	125.62350286229598
142	trans	259.75	105.82881993047381	0.75022866801336519	128.53929914228684
143	trans	668.5	111.56601644719107	9.5330336088637306	123.93060432528405
144	trans	275.0	99.338540051268907	8.5322963020681346	122.19749549397184
145	cis	396.75	83.242198300381801	5.3447535894660865	122.34542604042261
146	trans	269.75	107.3152167506953	5.7395429028578828	118.80229976314283
147	cis	408.75	91.259514769548176	1.3052467959325598	127.77622692558984
148	cis	421.0	96.461596915665837	1.4913371481387614	115.84335861471413
149	trans	278.25	117.1050913645841	7.4892715840245447	124.87246309147534
150	trans	208.75	97.937702006616618	6.6857917166090051	134.30595631310763
151	trans	379.0	106.79448946262485	4.3018453355590616	130.02240831142313
152	trans	671.0	106.04503921894077	1.7619400331345738	127.69373772602556
153	trans	415.5	104.04265801064108	9.5227789426287011	128.3661518128045
154	trans	192.5	134.49230229720763	15.383003281764346	121.24558341527282
155	trans	461.0	130.37477803737391	6.2535619229265826	135.61954576868425
156	cis	409.25	91.329090786292369	2.9530736363029115	117.24009872799
157	trans	463.75	109.91070050801207	7.4092936232871534	120.3846503524808
158	trans	603.5	125.38618978036185	5.0201144175109516	126.53380595676808
159	cis	269.0	102.35160171122476	9.7452691599685224	131.17454437527314
160	cis	411.75	63.938148626688886	3.3087902493172323	123.55751689067861
161	trans	251.25	104.06845252752137	11.928465696105086	125.8954173554152
162	trans	267.5	106.18505325655123	11.256541875975939	133.60700127720111
163	cis	547.75	90.683619477180784	1.9728581952200628	123.86667250500086
164	trans	444.25	108.92955670751854	1.9968138635104997	124.25778771532281
165	trans	696.0	138.13194498804978	5.1861707211039043	127.50847648118445
166	trans	317.75	107.33124038678305	4.3334507172757206	121.67192402753962
167	trans	334.25	114.3067673287254	4.8807502920681776	124.1750833781218
168	cis	714.5	82.124031307089439	6.0807154656265574	124.10265850272556
169	cis	333.5	92.049465431386935	4.5644276098091501	125.05523241410128
170	trans	430.75	103.38021522605797	7.3359783782732002	116.79447686548244
171	trans	368.5	104.98382713676155	4.8281030741028124	129.54816225987364
172	trans	184.0	110.74817140821368	6.5121933008002379	124.72349483552041
173	cis	466.0	70.113521261822925	10.349344246259832	130.64436333346814
174	trans	328.5	100.73275321499241	5.4370217042720528	124.07069117403931
175	trans	453.75	101.92227190319223	9.2504725812442263	133.3387802260078
176	trans	394.25	100.85775378107321	6.9014167707822578	125.11136549055868
177	trans	629.5	109.33678489208374	8.8888051127953567	116.00193590375737
178	cis	392.25	89.88938136400121	0.23662770170691966	120.71159831941576
179	cis	544.5	86.187139350341639	8.1652614702613331	130.97378787861911
180	trans	298.75	116.74415403186677	5.4804634509493431	112.75717592740672
181	trans	441.5	139.73672562644259	1.4694458879227006	126.61253002594314
182	trans	326.0	104.90091967363374	3.9804285512012512	122.66203092565351
183	trans	256.75	102.86132277286222	1.2678190791087856	128.71794564971458
184	trans	332.5	100.62510846009383	6.7503412044905664	121.09982619455783
185	trans	400.75	101.33813790212731	0.492438861607365	118.04395329745414
186	trans	286.75	112.67863192674572	3.7544623226712419	122.22322633906376
187	trans	400.0	100.63032462425001	13.33026608430211	131.87316218019444
188	cis	504.25	94.130514903332099	0.16324226465393726	124.83263246328511
189	trans	480.5	97.094226068436214	2.8470622702807944	122.69392043610544
190	cis	398.75	98.325935023265416	8.4565994185395414	123.2965738472074
191	cis	338.25	98.255460976151511	6.5294724068044729	117.69810718070705
192	trans	629.75	93.736596256310747	2.5289207702958656	127.82755901902071
193	cis	304.5	94.323674465384599	1.4421961680473516	122.94004029563217
194	cis	383.75	93.156307369729333	9.1895316088578376	118.64117406113883
195	trans	275.25	92.751809337390256	1.2866199793494097	116.73774580653499
196	trans	439.25	99.852301070223646	1.4675696404559964	118.22822296635728
197	trans	238.5	116.1815674823161	4.7398418594852219	117.69941650844562
198	cis	260.0	90.466101285449369	5.0729808718608655	133.49733133594481
199	trans	273.75	91.986645598383021	4.7596604920375398	127.99764554090605
200	cis	505.5	98.799958979834571	4.5267609534805642	133.41962695950986
201	trans	187.25	129.66003040978052	3.6323676657688719	113.71911521616887
202	trans	398.5	95.114857950200104	4.2588953535346405	125.04199564886815
203	trans	166.25	108.74055428831517	11.589192280640168	129.86140692278045
204	trans	168.0	113.55923211455983	3.6754883733674801	125.27546972537864
205	trans	347.0	101.59659636090734	4.2786739641983527	125.51400045928028
206	trans	302.5	98.154304246314155	7.2024265227057027	124.25129442808954
207	cis	404.75	79.941388743114516	2.9816337600441463	129.61515314211439
208	trans	175.0	115.87300700131291	7.4844798623264435	127.40795530220511
209	trans	353.25	100.73822179173784	3.2132162719516817	127.24672496813891
210	cis	342.0	91.706266921334105	8.0147807988009507	125.10156917868041
211	trans	438.75	121.46616303579208	0.12286638738397412	125.76411750510466
212	trans	231.5	95.810172382137381	5.0376905879818672	122.39294961401075
213	trans	216.75	123.74975543786718	2.1153824348661847	128.07725995886489
214	trans	389.75	105.68700248558137	1.4126291523475583	123.73373155204189
215	trans	290.25	109.49099277515411	1.252595432631092	116.74848898914907
216	cis	377.75	78.135508221174618	4.0586277815070524	126.0410445051791
217	trans	322.75	101.11030587087355	1.2040103590953364	131.53183303145877
218	trans	428.5	110.14014736568484	4.6340729122064843	118.41283160295156
219	trans	601.5	121.44508403436414	5.6547362305166766	117.55781718846595
220	cis	277.75	102.03437048557238	1.6838564682618591	120.05386408863188
221	cis	511.75	83.168658792958368	7.2588037914952466	131.26981017744941
222	trans	378.0	92.748822006095054	0.26300215690397793	123.13817111181056
223	trans	463.25	104.52585077931876	7.3602937519406098	132.47207171042214
224	trans	344.25	103.55462986642705	4.4256508917212747	128.22324604897238
225	cis	158.0	96.689177525473852	0.60553481938351439	127.63353100911195
226	cis	156.5	97.311852466669635	0.58603841750707664	127.12103476260259
227	cis	404.75	101.80643235006198	1.2614945172002012	124.10549811511389
228	trans	741.5	101.12918525031741	4.9328651155188989	125.68481764856622
229	cis	287.5	102.31206840152875	4.644580571562078	127.63475411073156
230	trans	329.5	128.82658541458497	11.810953007225272	120.4481890302277
231	trans	276.25	101.03782777386891	7.807268530910803	125.37290837468709
232	trans	216.0	128.98522594094581	4.1527981176433686	123.87842776516942
233	trans	399.0	103.31615502885326	7.5657556868313041	127.80396756300635
234	cis	306.5	95.447965786689196	12.987413695701006	130.02931465358151
235	trans	258.75	100.48410830999649	1.6529922476756209	131.17759373111664
236	cis	298.75	94.254899622891813	7.5242414700103764	127.59067950162535
237	cis	252.75	97.044246291127564	3.0815101550373178	123.8935398118646
238	trans	394.25	113.65989321033607	3.9549858022585447	120.045533103957
239	cis	294.25	92.218110234971334	1.524969524942386	120.0909128736712
240	trans	374.5	98.676991710482753	4.4709297824122967	119.77947473244051
241	trans	266.0	98.296686583530899	12.702059448028262	130.67962243812244
242	trans	329.0	107.16717039323866	0.37705959567959607	128.4052110772673
243	cis	267.5	89.010279619109227	4.3310633540006984	125.34519115384451
244	trans	272.25	103.98602021151615	0.66885825087506789	119.03710063574221
245	cis	214.25	104.19646456888545	2.8285276140574447	124.69268390033895
246	trans	355.75	81.329054967468295	1.640474621252801	128.52364256603971
247	cis	274.0	96.289516455597578	11.970167418965225	131.60863349698826
248	trans	342.75	102.90504927736683	2.4388007805142524	115.75731267593487
249	trans	393.5	101.54318292787464	13.804560433360409	119.41233937416223
250	trans	449.5	102.62568630314696	3.1923234366655011	129.58351561675295
251	cis	498.0	100.36683868375651	3.0007775797751641	126.84560083492217
252	trans	456.0	115.19324586300961	3.3769562337038446	122.83213297590105
253	trans	256.25	102.47045854557389	1.5385587250835742	128.86320387043719
254	trans	347.0	100.82269725158328	3.9833847046897435	118.65155907294339
255	cis	330.0	88.27907657950702	6.2733335522122919	128.78746344278855
256	cis	703.75	99.693491647382615	6.9407780805258632	136.51676642347314
257	cis	450.0	93.915405144271006	5.4605501848695468	127.1621644808927
258	trans	334.0	100.19114174481307	12.044497129488123	123.28315433886969
259	trans	171.25	111.11932552292795	7.2319275182534861	129.09334240126657
260	trans	431.25	99.003532898952585	0.057196688950207221	132.00725066866116
261	trans	385.75	103.32762868714238	0.71317541077978919	116.13002310148475
262	cis	506.5	85.933180076846099	6.0098294423199174	130.76260300574987
263	trans	175.25	99.745289394937046	2.6921440330881476	131.37417699456103
264	trans	312.25	101.0522827308026	6.656765668222647	119.59210811567984
265	cis	411.0	102.75690278753666	4.4801297536228777	125.75977495860896
266	trans	323.0	98.129727495283277	7.7935192344906463	122.72445674010157
267	trans	657.0	102.08567343567482	5.8816388497690593	122.52148245807489
268	cis	321.25	90.066981847828274	16.291212651331165	127.38566700357821
269	trans	473.25	102.06372642524005	2.7469635035711693	122.87864681225851
270	cis	614.5	93.454635445700958	10.938095346125847	125.81219402165384
271	trans	588.75	104.44310662754771	2.0495115573640574	131.5493503242736
272	trans	273.5	104.46151023853197	7.4906537197069163	130.81154777582944
273	cis	512.75	97.771881944994163	5.3474588876564084	127.78682716719381
274	trans	546.75	101.40144839906517	0.20115502839881222	128.07297124094862
275	trans	319.0	98.61572433837803	1.587205422696659	119.76101231212257
276	trans	352.75	104.48786098589288	3.4190241393859955	123.23379802151007
277	cis	346.5	86.593275429357334	0.47897037513353524	123.34510040199359
278	trans	388.75	116.86019432856075	5.9564172934447717	130.58448998661626
279	trans	500.0	95.943532997646656	8.9407957870320498	120.99363253484348
280	trans	160.25	135.07533283954376	0.37802505184936913	128.56871339101772
281	trans	706.25	101.05490111083584	3.0844726665092406	137.87085111670103
282	cis	365.75	85.869931042377601	9.7372685901107445	125.79877628976092
283	cis	212.0	102.41517728415477	0.84376905870830043	128.31088919488593
284	cis	364.5	81.649187491130135	13.867948141266755	122.75200093395789
285	cis	334.5	93.586720713610575	2.9656563020696778	123.74207692780114
286	cis	404.75	90.950795548999153	6.67913714045517	123.22262533184464
287	trans	539.5	106.42673556797584	3.7940329583759356	131.99382375996791
288	cis	362.0	96.713239864416892	6.3341389751782335	124.08565852432018
289	trans	264.0	97.194777262124205	1.6508368848632911	126.6843520692438
290	cis	414.75	92.746130810756028	9.4678441722110858	118.64848420239024
291	trans	489.25	126.09476806451411	1.5207927188071177	123.05844156608164
292	trans	515.0	125.43634357706712	17.061469780047464	120.43644860578114
293	cis	287.25	89.518238219857821	2.5633089548564518	115.89191231878992
294	trans	395.5	110.86042333552351	6.1661640178599537	117.34289846848107
295	cis	331.75	94.661964559493882	3.0520703968724092	120.43763633548842
296	trans	344.0	98.996963555809941	2.5163480874151634	126.41476784719559
297	trans	416.5	105.18931536646072	1.364611733674854	122.0162240034207
298	trans	363.0	105.48250443675909	3.761040338086544	128.3776422205251
299	cis	411.25	95.542149808855669	5.8221135008852691	128.00703357270942
300	trans	176.75	106.00449787129456	4.2427945551288513	128.13237338998556
301	trans	375.25	117.24921292975512	0.37436906105112305	117.89941525430959
302	trans	354.5	106.47584259856569	0.25183795357185024	127.66368934599323
303	trans	433.75	94.197124385216881	3.1191320767164883	123.42378313211154
304	trans	451.5	102.22208713778478	1.1612556279804749	126.67912666752794
305	cis	429.5	89.963390508429697	4.6986814683872513	118.06615309420509
306	trans	221.0	116.22829922382381	7.6143451435063287	126.37878332773928
307	trans	491.5	114.27622206647675	2.9475600954435079	128.28596021440362
308	trans	504.75	116.33775527074071	2.1021426653601973	125.4700828319794
309	trans	327.0	103.16555595417276	3.7871737054593519	116.26250264113872
310	trans	337.0	98.854660297158318	6.102943195478125	117.75632754834923
311	trans	231.0	133.5509602306559	4.0770953650302877	131.98780164344527
312	trans	181.75	129.50444728211036	0.81974551619773139	131.95175780300136
313	trans	302.0	118.64183472365303	1.1340167744620375	127.25847399062438
314	cis	907.25	94.860375285528235	4.2683935086687681	135.04945233247111
315	trans	142.0	118.61360775692455	0.18202593857778662	122.69518795729047
316	trans	275.25	126.98529401785541	14.168813737270252	120.92307240043475
317	trans	280.5	101.41532631700539	2.090557020928729	134.04299101983449
318	trans	703.5	115.69117780441414	4.2984226703813313	139.00010721666879
319	trans	328.5	125.75779977745752	8.4032458190604782	121.4866752254926
320	trans	531.5	106.32350068315228	3.7515368044436994	120.49316920494579
321	trans	534.25	100.3025951320171	1.7568943513179747	127.5502323572033
322	cis	369.75	69.736130538771576	1.1240554369311928	132.3336198768678
323	trans	294.5	106.4669968125441	0.78343955618530747	135.23032600867126
324	trans	432.25	104.33545763387265	3.2945952247249335	122.61506410544929
325	trans	335.75	102.58068022503963	6.7046389165216542	114.97411583475348
326	trans	228.5	109.96730267719103	3.2382081833466314	120.91006809393349
327	trans	527.0	125.52939664184512	1.5750180916703158	127.1076853837351
328	trans	415.0	118.50104964708508	0.81403335261137832	123.08450724939712
329	trans	305.75	95.080505210663233	11.924025816506731	129.54739330464568
330	cis	357.5	104.52892484972675	6.7081783345894035	122.26620840358424
331	trans	289.25	124.86695573436747	8.7279095013219923	113.74569928470939
332	trans	219.75	104.00227913444395	0.39754329879101541	128.65068022299994
333	cis	344.0	94.130286985491352	2.7832699459846362	119.44303536751235
334	trans	430.5	96.291602681325671	0.471859315343157	117.0861361225838
335	trans	369.5	105.18977953835117	5.2111495294770238	129.80221317047179
336	trans	396.75	102.39062515395226	3.355220778087967	120.26295708087538
337	trans	411.75	103.35663207406351	4.6029797898276961	130.52740097701144
338	cis	598.5	78.960066511449057	11.058366005746752	138.6815180246422
339	trans	341.0	109.92964654384762	8.8946011440590649	117.43039190642062
340	trans	0	0	0	0
341	cis	273.25	101.86773413255233	1.3777498086128201	126.69617423829096
342	trans	445.25	116.53291169769128	3.4082860466550575	133.14226970121794
343	trans	265.5	105.85062081245574	11.858924358920646	132.79998660219073
344	trans	311.25	100.75837610332378	4.9217093503750799	121.5713312384437
345	trans	381.0	106.68872486119984	2.1170572214095653	117.68065125339211
346	trans	252.0	107.51908378518098	1.7010095036411939	118.01498428641862
347	trans	263.75	114.13830481435942	7.1745836287362188	130.00205223331491
348	trans	437.0	108.27525326587597	2.7181618788800579	125.79813984180029
349	trans	410.5	101.94928460442738	1.1444568643464088	127.80532512442637
350	cis	408.5	96.215888229551254	8.2465509209505026	127.88968062912781
351	cis	367.75	90.993527689976062	0.99731087230389526	129.98202941740035
352	trans	356.5	100.85683889993828	2.3394451446441562	127.88563251745903
353	trans	382.5	97.01831768179818	3.7881262772030744	124.05335697915504
354	cis	464.0	97.990374093998511	5.9294113355178686	131.6364977067783
355	cis	390.25	86.017458079267556	1.4690023133884913	112.17501420865415
356	trans	311.0	102.59961756732655	5.7283991632666611	129.94207357530084
357	trans	274.5	102.91425086406467	3.6534800419859215	131.21435999431071
358	cis	341.0	97.412148322562714	4.050915262639335	119.62378189460726
359	trans	311.5	94.275120434992886	2.3042986395727776	122.79838340148696
360	trans	294.5	104.47576884664616	0.33543232012884217	119.43745710331584
361	trans	339.25	94.189077977735806	8.1095286468775285	120.18258197860126
362	trans	321.5	107.26191975412567	5.7375775404831879	129.03019823598328
363	trans	508.25	116.62862139283877	9.0002517452151398	132.12587149572758
364	cis	348.75	92.14385315274447	8.0046148281391467	119.28667361359203
365	trans	356.5	100.4019962010902	8.8958196334270241	121.10574006624452
366	trans	337.75	98.327885898660782	2.7857410927589088	120.52198700942709
367	trans	457.5	109.06144225031086	9.2808565442506694	118.60753955117472
368	trans	445.5	138.52255338739516	4.5350266973012729	121.42000149072987
369	trans	303.25	102.74260436264278	2.5354443984872583	120.4790768041088
370	trans	882.75	146.20763873232247	3.3883521307291837	141.08846684705398
371	cis	872.5	68.497043793981391	2.7413647887872004	127.40411575567934
372	cis	335.75	91.054684253982956	3.0552346710785656	125.39251735355286
373	trans	380.0	103.43725005226793	1.6313091591913051	112.35324900503785
374	trans	70.0	123.74674294851337	8.5500456564281482	138.36098447923237
375	trans	316.5	105.61776944054211	2.069811512900622	127.34137081886738
376	trans	364.25	104.10916253703112	0.59394930627697584	125.58111571050316
377	trans	163.5	127.99601992347981	0.56731011105108686	131.96954976553315
378	cis	531.0	102.87709046616496	0.90203943930969455	129.53531154443687
379	trans	351.25	95.863695160937397	2.6984990544721601	113.27215135422996
380	trans	516.25	125.08640822342649	5.0957970619620445	131.93020780184617
381	cis	311.0	116.01452229739998	3.5689710213477159	125.3042286999837
382	trans	461.5	97.898920801034478	5.8454654233295189	122.00236768247224
383	trans	209.5	127.19675503350992	0.65884083071355826	126.96343180198464
384	trans	358.5	115.74521154306515	11.513627850832496	128.32170086109241
385	cis	580.75	91.296666594057243	5.4502565933143075	132.84314488955857
386	trans	354.25	99.781608755986582	1.1953661850894974	129.70217871671738
387	trans	669.75	119.59779733582195	3.0733536852637644	140.18519839957759
388	trans	552.75	91.946868873057682	12.666967370432307	120.1276282918938
389	trans	267.5	115.51194995612259	3.4736160543684615	133.18879977007879
390	trans	259.5	98.586157859409525	11.126022069041612	130.11572522578265
391	cis	505.5	100.42962520907236	7.413699904751323	119.22405920651615
392	cis	289.75	108.99344491856765	2.0057409748006787	120.64909851400029
393	trans	311.25	108.34687696819161	6.1363319439680639	132.94460164004056
394	trans	320.75	98.598215773779685	0.50285095511399913	128.49113997840581
395	cis	394.5	98.906656956231345	11.009128607954022	121.27545346811239
396	trans	221.5	119.73601274264793	15.100933548834677	125.99683453172661
397	trans	235.75	120.54211807319145	0.19916124974433114	118.16256201640131
398	trans	691.5	95.410696319465202	2.9269617137337511	133.37666075327058
399	trans	428.75	109.97713682464141	2.5806053843439485	123.4984825364849
400	trans	203.75	118.86504018755298	7.8122624377905545	119.66211195659649
401	trans	586.25	103.28505735759816	7.5602267121277231	133.44867214614504
402	trans	332.0	96.346447698665401	2.3628342389658243	114.06443374773018
403	cis	839.5	94.565296325480716	6.8497956364804322	128.24172789812337
404	trans	294.25	124.21613929693086	5.9912681462285624	120.38493289464556
405	cis	381.25	83.312622955298394	3.7415642209852522	131.76157724494158
406	trans	342.0	96.05619550590221	3.7808659924395638	120.61026653898661
407	trans	334.5	104.19813166774915	5.132397608995789	118.72174032440932
408	trans	552.5	116.80503976940781	4.2635489057844485	122.27715536107689
409	cis	260.25	93.904848913698075	0.70979597902768499	128.56815152264139
